total_sqft,bath,bhk,price,location
1325.0,2.0,2,53.0,Uttarahalli
1300.0,2.0,3,60.0,Uttarahalli
850.0,2.0,2,35.0,Uttarahalli
1627.86,3.0,3,88.0,Uttarahalli
1360.0,2.0,3,61.2,Uttarahalli
661.0,1.0,1,36.0,Uttarahalli
1134.0,2.0,2,45.36,Uttarahalli
1320.0,2.0,3,55.44,Uttarahalli
1390.0,2.0,3,61.16,Uttarahalli
1090.0,2.0,2,45.0,Uttarahalli
1050.0,2.0,2,42.0,Uttarahalli
1123.0,2.0,2,48.0,Uttarahalli
1329.0,2.0,3,56.0,Uttarahalli
938.0,2.0,2,35.0,Uttarahalli
1100.0,1.0,2,45.0,Uttarahalli
1125.0,2.0,2,47.0,Uttarahalli
1685.0,3.0,3,85.0,Uttarahalli
1390.0,2.0,3,62.55,Uttarahalli
1180.0,2.0,2,41.3,Uttarahalli
1380.0,2.0,2,42.0,Uttarahalli
1737.0,2.0,3,95.0,Uttarahalli
1160.0,2.0,2,45.0,Uttarahalli
1280.0,2.0,3,60.0,Uttarahalli
1190.0,2.0,2,53.55,Uttarahalli
1330.0,2.0,3,57.0,Uttarahalli
1560.0,3.0,3,74.0,Uttarahalli
1125.0,2.0,2,48.0,Uttarahalli
1320.0,2.0,3,55.44,Uttarahalli
1160.0,2.0,2,40.6,Uttarahalli
1065.0,2.0,2,42.59,Uttarahalli
1075.0,2.0,2,46.76,Uttarahalli
1155.0,2.0,2,40.6,Uttarahalli
1215.0,2.0,3,52.85,Uttarahalli
1180.0,2.0,2,41.3,Uttarahalli
1002.0,2.0,2,40.08,Uttarahalli
1002.0,2.0,2,40.08,Uttarahalli
1075.0,2.0,2,40.0,Uttarahalli
1155.0,2.0,2,40.43,Uttarahalli
1025.0,2.0,2,35.88,Uttarahalli
1125.0,2.0,2,47.65,Uttarahalli
1300.0,2.0,2,55.0,Uttarahalli
1025.0,2.0,2,35.88,Uttarahalli
980.0,2.0,2,45.0,Uttarahalli
1125.0,2.0,2,47.0,Uttarahalli
1175.0,2.0,2,47.0,Uttarahalli
1525.0,2.0,3,62.82,Uttarahalli
1265.0,2.0,3,65.0,Uttarahalli
1213.0,2.0,2,48.0,Uttarahalli
900.0,2.0,2,35.0,Uttarahalli
1065.0,2.0,2,42.6,Uttarahalli
1125.0,2.0,2,47.0,Uttarahalli
1270.0,2.0,3,55.25,Uttarahalli
1270.0,2.0,3,55.25,Uttarahalli
1107.0,2.0,2,45.0,Uttarahalli
1200.0,2.0,2,55.0,Uttarahalli
1460.0,3.0,3,76.0,Uttarahalli
1500.0,3.0,3,68.0,Uttarahalli
1120.0,2.0,2,50.0,Uttarahalli
1150.0,2.0,2,46.0,Uttarahalli
1330.0,2.0,3,58.0,Uttarahalli
1050.0,2.0,2,42.0,Uttarahalli
1125.0,2.0,2,48.0,Uttarahalli
1345.0,2.0,3,57.0,Uttarahalli
1345.0,2.0,3,57.0,Uttarahalli
1000.0,2.0,2,52.0,Uttarahalli
1037.0,2.0,2,36.0,Uttarahalli
1000.0,2.0,2,39.5,Uttarahalli
1125.0,1.0,2,45.0,Uttarahalli
1160.0,2.0,2,40.58,Uttarahalli
1123.0,2.0,2,60.0,Uttarahalli
1000.0,2.0,2,35.0,Uttarahalli
1330.0,2.0,3,57.0,Uttarahalli
1125.0,2.0,2,47.0,Uttarahalli
1165.0,1.0,2,42.09,Uttarahalli
1260.0,2.0,2,55.0,Uttarahalli
1284.0,2.0,2,53.36,Uttarahalli
1150.0,2.0,2,45.99,Uttarahalli
1290.0,2.0,3,56.12,Uttarahalli
1328.0,2.0,3,56.0,Uttarahalli
1040.0,2.0,2,36.4,Uttarahalli
1290.0,2.0,3,56.12,Uttarahalli
1075.0,2.0,2,46.76,Uttarahalli
1345.0,2.0,3,57.0,Uttarahalli
1160.0,2.0,2,44.0,Varthur
1385.0,2.0,2,80.0,Varthur
1024.0,2.0,2,42.0,Varthur
1125.0,2.0,2,40.0,Varthur
1112.0,2.0,2,40.0,Varthur
1055.0,2.0,2,45.35,Varthur
1280.0,2.0,2,65.0,Varthur
977.0,2.0,2,36.0,Varthur
1250.0,3.0,3,71.0,Varthur
1200.0,3.0,3,67.75,Varthur
1111.0,2.0,2,41.88,Varthur
1140.0,2.0,2,55.5,Varthur
1012.0,2.0,2,59.0,Varthur
1140.0,2.0,2,39.9,Varthur
1090.0,2.0,2,48.0,Varthur
1450.0,3.0,3,71.0,Varthur
1210.0,2.0,2,60.0,Varthur
1070.0,2.0,2,46.0,Varthur
1360.0,2.0,3,85.0,Varthur
965.0,2.0,2,34.0,Varthur
1120.0,2.0,2,44.24,Varthur
1395.0,2.0,3,79.0,Varthur
1085.0,2.0,2,45.0,Varthur
1250.0,2.0,2,47.0,Varthur
1200.0,3.0,3,68.38,Varthur
1155.0,2.0,2,60.0,Varthur
1035.0,2.0,2,60.0,Varthur
1155.0,2.0,2,39.0,Varthur
1180.0,2.0,2,55.0,Varthur
1738.0,2.0,2,57.35,Varthur
1045.0,2.0,2,40.65,Varthur
1155.0,2.0,2,39.0,Varthur
1210.0,2.0,2,64.15,Varthur
1105.0,2.0,2,38.0,Varthur
1560.0,3.0,3,90.0,Varthur
1760.0,2.0,2,85.0,Varthur
1210.0,2.0,2,54.0,Varthur
1112.0,2.0,2,40.0,Varthur
1000.0,1.0,2,65.0,Varthur
900.0,2.0,2,27.0,Varthur Road
1277.0,2.0,2,59.0,Varthur Road
1247.0,2.0,3,58.0,Varthur Road
1050.0,2.0,2,42.7,Varthur Road
1255.0,2.0,2,52.76,Varthur Road
1033.0,2.0,2,32.0,Varthur Road
1140.0,2.0,2,49.11,Varthur Road
850.0,2.0,2,25.4,Varthur Road
1022.0,2.0,2,40.0,Vasanthapura
1135.0,2.0,2,39.73,Vasanthapura
995.0,2.0,2,34.82,Vasanthapura
995.0,2.0,2,34.82,Vasanthapura
1037.0,2.0,2,36.28,Vasanthapura
978.0,2.0,2,34.22,Vasanthapura
1037.0,2.0,2,36.28,Vasanthapura
1440.0,2.0,2,95.0,Vidyaranyapura
1062.0,2.0,2,38.0,Vidyaranyapura
1200.0,2.0,2,55.0,Vidyaranyapura
1200.0,4.0,4,90.0,Vidyaranyapura
1060.0,2.0,2,55.0,Vidyaranyapura
1100.0,2.0,2,54.0,Vidyaranyapura
1440.0,2.0,3,70.0,Vidyaranyapura
1100.0,2.0,2,54.0,Vidyaranyapura
1000.0,2.0,2,35.0,Vidyaranyapura
1120.0,2.0,2,70.0,Vidyaranyapura
945.0,2.0,2,40.0,Vidyaranyapura
1100.0,2.0,2,54.0,Vidyaranyapura
1200.0,2.0,3,65.0,Vidyaranyapura
1200.0,2.0,2,52.0,Vidyaranyapura
1050.0,2.0,2,50.0,Vidyaranyapura
1188.0,2.0,2,50.0,Vidyaranyapura
1100.0,2.0,3,75.0,Vidyaranyapura
1100.0,2.0,3,72.0,Vidyaranyapura
2400.0,5.0,4,135.0,Vidyaranyapura
1100.0,2.0,2,41.0,Vidyaranyapura
1200.0,2.0,2,60.5,Vidyaranyapura
1200.0,2.0,2,42.0,Vidyaranyapura
1704.0,3.0,3,110.0,Vijayanagar
1933.0,3.0,3,129.0,Vijayanagar
1450.0,3.0,3,100.0,Vijayanagar
1580.0,2.0,3,134.0,Vijayanagar
1826.0,3.0,3,121.0,Vijayanagar
1739.0,3.0,3,116.0,Vijayanagar
1490.0,3.0,3,100.0,Vijayanagar
1180.0,2.0,2,65.0,Vijayanagar
606.0,1.0,1,34.78,Vijayanagar
1352.0,2.0,2,68.0,Vijayanagar
1527.0,3.0,3,115.0,Vijayanagar
989.0,2.0,2,60.0,Vijayanagar
1520.0,2.0,3,103.0,Vijayanagar
1749.0,3.0,3,117.0,Vijayanagar
1046.0,2.0,2,75.0,Vijayanagar
606.0,1.0,1,40.0,Vijayanagar
1200.0,2.0,2,62.0,Vijayanagar
1760.0,3.0,3,140.0,Vijayanagar
2047.0,3.0,3,136.0,Vijayanagar
1200.0,2.0,3,75.0,Vijayanagar
1178.0,2.0,2,82.0,Vijayanagar
864.0,2.0,2,45.0,Vijayanagar
920.0,2.0,2,60.0,Vijayanagar
1019.0,2.0,2,58.0,Vijayanagar
2400.0,6.0,5,125.0,Vijayanagar
1180.0,2.0,2,86.0,Vijayanagar
1046.0,2.0,2,49.06,Vijayanagar
2400.0,2.0,1,230.0,Vijayanagar
492.0,1.0,1,40.0,Vijayanagar
750.0,1.0,1,30.0,Vishveshwarya Layout
2000.0,4.0,4,75.0,Vishveshwarya Layout
2100.0,6.0,6,92.0,Vishveshwarya Layout
2000.0,3.0,4,90.0,Vishveshwarya Layout
820.0,2.0,2,30.0,Vishwapriya Layout
770.0,2.0,2,30.0,Vishwapriya Layout
910.0,2.0,2,36.0,Vishwapriya Layout
890.0,2.0,2,37.0,Vishwapriya Layout
1404.0,2.0,2,71.0,Vittasandra
1246.0,2.0,2,67.0,Vittasandra
1404.0,2.0,2,69.3,Vittasandra
1246.0,2.0,2,67.3,Vittasandra
1246.0,2.0,2,64.5,Vittasandra
1246.0,2.0,2,64.5,Vittasandra
1246.0,2.0,2,68.0,Vittasandra
1238.0,2.0,2,67.0,Vittasandra
1404.0,2.0,2,75.0,Vittasandra
1246.0,2.0,2,65.0,Vittasandra
1238.0,2.0,2,67.0,Vittasandra
1246.0,2.0,2,67.4,Vittasandra
1259.0,2.0,2,67.4,Vittasandra
1404.0,2.0,2,68.8,Vittasandra
1246.0,2.0,2,62.3,Vittasandra
1246.0,2.0,2,63.0,Vittasandra
1246.0,2.0,2,67.4,Vittasandra
1246.0,2.0,2,65.4,Vittasandra
1238.0,2.0,2,67.32,Vittasandra
1246.0,2.0,2,67.4,Vittasandra
1246.0,2.0,2,67.3,Vittasandra
1404.0,2.0,2,70.0,Vittasandra
1259.0,2.0,2,67.48,Vittasandra
1404.0,2.0,2,75.0,Vittasandra
1246.0,2.0,2,67.0,Vittasandra
1404.0,2.0,2,72.0,Vittasandra
1246.0,2.0,2,67.5,Vittasandra
1246.0,2.0,2,67.5,Vittasandra
1404.0,2.0,2,70.0,Vittasandra
1246.0,2.0,2,65.0,Vittasandra
1246.0,2.0,2,67.4,Vittasandra
1610.0,3.0,3,81.0,Whitefield
1459.0,2.0,2,94.82,Whitefield
1280.0,2.0,2,75.0,Whitefield
1910.0,3.0,3,161.0,Whitefield
3252.0,4.0,4,230.0,Whitefield
11890.0,4.0,4,700.0,Whitefield
1150.0,2.0,2,70.0,Whitefield
1768.0,3.0,3,101.0,Whitefield
4144.0,4.0,4,315.0,Whitefield
4104.0,4.0,4,360.0,Whitefield
1790.0,3.0,3,100.0,Whitefield
1720.0,3.0,3,100.0,Whitefield
1640.0,4.0,3,91.0,Whitefield
2280.0,4.0,3,126.0,Whitefield
1897.0,3.0,3,130.0,Whitefield
2225.0,2.0,3,125.0,Whitefield
2268.0,3.0,4,163.0,Whitefield
2400.0,4.0,4,200.0,Whitefield
1360.0,2.0,2,95.0,Whitefield
1697.0,3.0,3,94.79,Whitefield
5000.0,4.0,4,400.0,Whitefield
3000.0,5.0,4,250.0,Whitefield
1700.0,3.0,3,115.0,Whitefield
2842.0,3.0,3,162.0,Whitefield
1500.0,3.0,3,130.0,Whitefield
1280.0,2.0,2,75.0,Whitefield
1405.0,2.0,3,78.0,Whitefield
2225.0,3.0,3,115.0,Whitefield
1272.0,2.0,2,95.05,Whitefield
1192.0,2.0,2,71.0,Whitefield
1626.0,3.0,3,89.0,Whitefield
1585.0,3.0,3,88.0,Whitefield
1280.0,2.0,2,85.0,Whitefield
1200.0,3.0,3,68.5,Whitefield
4000.0,4.0,4,330.0,Whitefield
1697.0,3.0,3,108.0,Whitefield
3606.0,4.0,4,312.0,Whitefield
1485.0,2.0,2,90.0,Whitefield
950.0,1.0,1,50.0,Whitefield
3584.0,4.0,4,199.0,Whitefield
825.0,1.0,1,45.0,Whitefield
1635.0,2.0,3,85.0,Whitefield
1216.0,2.0,2,79.0,Whitefield
920.0,2.0,2,63.0,Whitefield
1170.0,2.0,2,71.0,Whitefield
1118.0,2.0,2,75.0,Whitefield
1800.0,3.0,3,110.0,Whitefield
1562.0,3.0,3,103.0,Whitefield
2321.0,4.0,3,128.0,Whitefield
1320.0,2.0,2,95.0,Whitefield
3010.0,3.0,3,200.0,Whitefield
1346.0,2.0,2,96.17,Whitefield
2500.0,4.0,4,155.0,Whitefield
905.0,1.0,1,55.0,Whitefield
2268.0,3.0,4,146.0,Whitefield
630.5,1.0,1,32.79,Whitefield
3537.0,5.0,4,210.0,Whitefield
1697.0,3.0,3,115.0,Whitefield
3250.0,5.0,5,290.0,Whitefield
1269.0,2.0,2,75.0,Whitefield
3227.0,5.0,5,250.0,Whitefield
1545.0,3.0,3,79.0,Whitefield
3262.0,4.0,4,260.0,Whitefield
1132.0,2.0,2,79.28,Whitefield
2830.0,5.0,4,160.0,Whitefield
1195.0,2.0,2,70.0,Whitefield
3480.0,4.0,3,284.0,Whitefield
709.0,1.0,1,34.385,Whitefield
1320.0,2.0,2,79.5,Whitefield
750.0,2.0,2,52.7,Whitefield
1200.0,3.0,3,61.96,Whitefield
3445.0,5.0,4,270.0,Whitefield
1700.0,3.0,3,140.0,Whitefield
4827.0,4.0,4,400.0,Whitefield
1405.0,2.0,2,84.5,Whitefield
3252.0,4.0,4,280.0,Whitefield
1150.0,2.0,2,90.0,Whitefield
2400.0,4.0,4,147.0,Whitefield
624.0,1.0,1,35.0,Whitefield
1700.0,3.0,3,95.0,Whitefield
4960.0,4.0,4,400.0,Whitefield
2928.0,4.0,4,198.0,Whitefield
1216.0,2.0,2,84.0,Whitefield
2882.0,5.0,4,204.0,Whitefield
1840.0,3.0,3,140.0,Whitefield
1778.0,3.0,3,122.0,Whitefield
650.0,1.0,1,25.0,Whitefield
2155.0,3.0,4,125.0,Whitefield
905.0,1.0,1,52.0,Whitefield
1216.0,2.0,2,75.0,Whitefield
1255.0,2.0,2,77.0,Whitefield
1216.0,2.0,2,73.0,Whitefield
709.0,1.0,1,34.735,Whitefield
1745.0,3.0,3,100.0,Whitefield
3200.0,4.0,4,224.0,Whitefield
825.0,1.0,1,44.9,Whitefield
1870.0,3.0,3,138.0,Whitefield
1862.0,3.0,3,125.0,Whitefield
1655.0,3.0,3,113.0,Whitefield
530.0,1.0,1,29.44,Whitefield
905.0,1.0,1,50.0,Whitefield
1600.0,3.0,3,82.0,Whitefield
1230.0,4.0,4,80.0,Whitefield
630.5,1.0,1,32.15,Whitefield
905.0,1.0,1,52.0,Whitefield
1216.0,2.0,2,83.0,Whitefield
1216.0,2.0,2,75.0,Whitefield
2856.0,5.0,4,158.5,Whitefield
750.0,1.0,1,51.0,Whitefield
1173.0,2.0,2,77.0,Whitefield
1200.0,3.0,3,68.4,Whitefield
3425.0,5.0,4,250.0,Whitefield
2173.0,3.0,3,128.0,Whitefield
905.0,1.0,1,62.0,Whitefield
1870.0,3.0,3,138.0,Whitefield
1320.0,2.0,2,99.26,Whitefield
2901.0,4.0,3,190.0,Whitefield
1485.0,2.0,2,96.51,Whitefield
1755.0,3.0,3,101.0,Whitefield
2225.0,3.0,3,149.0,Whitefield
1250.0,2.0,2,82.0,Whitefield
605.0,1.0,1,40.0,Whitefield
2210.0,3.0,3,156.0,Whitefield
1173.0,2.0,2,78.2,Whitefield
1740.0,4.0,3,130.0,Whitefield
1216.0,2.0,2,75.0,Whitefield
1655.0,3.0,3,120.0,Whitefield
1180.0,2.0,2,70.0,Whitefield
2023.0,4.0,3,130.0,Whitefield
2134.0,4.0,3,118.0,Whitefield
905.0,1.0,1,60.0,Whitefield
1452.0,3.0,3,90.0,Whitefield
2850.0,5.0,4,240.0,Whitefield
2830.0,5.0,4,190.0,Whitefield
1295.0,2.0,2,78.5,Whitefield
840.0,1.0,1,57.6,Whitefield
640.0,1.0,1,19.83,Whitefield
1991.0,3.0,3,104.0,Whitefield
1655.0,3.0,3,97.0,Whitefield
1850.0,3.0,3,150.0,Whitefield
1200.0,3.0,3,67.77,Whitefield
1290.0,2.0,2,90.0,Whitefield
1216.0,2.0,2,75.0,Whitefield
1356.0,2.0,2,94.84,Whitefield
1338.0,2.0,2,103.0,Whitefield
3450.0,4.0,3,208.0,Whitefield
1267.0,2.0,2,90.33,Whitefield
2400.0,4.0,4,143.0,Whitefield
1836.0,3.0,3,125.0,Whitefield
3596.0,3.0,3,200.0,Whitefield
1275.0,2.0,3,65.0,Whitefield
1216.0,2.0,2,82.0,Whitefield
1495.0,3.0,2,88.0,Whitefield
1564.0,3.0,3,103.0,Whitefield
1585.0,3.0,3,84.0,Whitefield
1558.0,3.0,3,90.0,Whitefield
1216.0,2.0,2,75.0,Whitefield
1704.0,3.0,3,120.0,Whitefield
1300.0,2.0,2,78.0,Whitefield
1570.0,3.0,3,88.0,Whitefield
1216.0,2.0,2,84.03,Whitefield
1216.0,2.0,2,72.5,Whitefield
2025.0,4.0,3,115.0,Whitefield
1346.0,2.0,3,100.0,Whitefield
2990.0,3.0,4,198.0,Whitefield
1720.0,3.0,3,98.97,Whitefield
1600.0,3.0,3,95.0,Whitefield
1655.0,3.0,3,108.0,Whitefield
1740.0,3.0,3,95.0,Whitefield
1350.0,2.0,2,88.0,Whitefield
1216.0,2.0,2,80.0,Whitefield
2900.0,4.0,4,225.0,Whitefield
1340.0,2.0,2,101.0,Whitefield
1500.0,3.0,3,78.57,Whitefield
1626.0,3.0,3,85.0,Whitefield
1100.0,2.0,2,65.0,Whitefield
1270.0,2.0,3,65.0,Whitefield
3117.0,3.0,3,261.0,Whitefield
1216.0,2.0,2,73.0,Whitefield
3150.0,3.0,3,290.0,Whitefield
2956.0,5.0,4,234.0,Whitefield
2247.0,3.0,3,145.0,Whitefield
3940.0,5.0,4,265.0,Whitefield
1180.0,2.0,2,77.0,Whitefield
2140.0,3.0,3,139.0,Whitefield
1314.0,2.0,2,84.0,Whitefield
1431.0,3.0,3,85.0,Whitefield
524.0,1.0,1,29.0,Whitefield
2830.0,4.0,4,161.0,Whitefield
2135.0,3.0,4,149.0,Whitefield
3075.0,2.0,4,188.0,Whitefield
1760.0,3.0,3,160.0,Whitefield
1655.0,3.0,3,110.0,Whitefield
840.0,1.0,1,57.0,Whitefield
1725.0,3.0,3,106.0,Whitefield
516.0,1.0,1,39.0,Whitefield
6000.0,4.0,4,410.0,Whitefield
1639.0,3.0,3,107.0,Whitefield
1820.0,3.0,3,113.0,Whitefield
3565.0,4.0,4,218.0,Whitefield
3410.0,5.0,4,253.0,Whitefield
4500.0,4.0,4,330.0,Whitefield
1250.0,2.0,2,85.0,Whitefield
1277.0,2.0,2,77.0,Whitefield
1820.0,3.0,3,140.0,Whitefield
3453.0,4.0,4,247.0,Whitefield
2280.0,4.0,3,125.0,Whitefield
2882.0,5.0,4,200.0,Whitefield
1639.5,3.0,3,92.63,Whitefield
1190.0,2.0,2,70.0,Whitefield
1270.0,2.0,2,94.0,Whitefield
1220.0,2.0,2,89.0,Whitefield
3758.0,3.0,3,300.0,Whitefield
1216.0,2.0,2,72.0,Whitefield
5400.0,5.0,4,475.0,Whitefield
1396.0,3.0,3,74.0,Whitefield
1615.0,3.0,3,96.9,Whitefield
1200.0,2.0,2,70.0,Whitefield
1216.0,2.0,2,75.0,Whitefield
2321.0,4.0,3,157.0,Whitefield
1224.0,2.0,2,75.0,Whitefield
1655.0,3.0,3,113.0,Whitefield
4144.0,5.0,5,331.0,Whitefield
1200.0,3.0,3,67.75,Whitefield
2444.0,4.0,4,145.0,Whitefield
1270.0,2.0,2,110.0,Whitefield
1660.0,3.0,3,110.0,Whitefield
1270.0,2.0,2,105.0,Whitefield
1173.0,2.0,2,78.2,Whitefield
1362.0,2.0,2,85.0,Whitefield
1457.0,2.0,3,105.0,Whitefield
1720.0,3.0,3,128.0,Whitefield
1564.0,3.0,3,103.0,Whitefield
1639.0,3.0,3,107.0,Whitefield
1760.0,3.0,3,139.0,Whitefield
613.0,1.0,1,48.0,Whitefield
1730.0,3.0,3,125.0,Whitefield
877.0,1.0,1,59.0,Whitefield
1464.0,2.0,3,105.0,Yelachenahalli
2400.0,1.0,2,150.0,Yelachenahalli
1700.0,3.0,3,130.0,Yelachenahalli
1080.0,2.0,2,55.0,Yelachenahalli
1400.0,2.0,2,78.0,Yelachenahalli
1330.0,3.0,3,73.5,Yelachenahalli
800.0,1.0,2,30.0,Yelachenahalli
1100.0,2.0,2,60.0,Yelachenahalli
1365.0,2.0,3,72.0,Yelachenahalli
1103.0,2.0,2,55.0,Yelachenahalli
1000.0,2.0,2,50.0,Yelachenahalli
1326.0,2.0,2,78.0,Yelahanka
1705.0,3.0,3,95.0,Yelahanka
1234.0,2.0,2,80.0,Yelahanka
1315.0,2.0,2,85.0,Yelahanka
1170.0,2.0,2,62.5,Yelahanka
697.0,1.0,1,45.0,Yelahanka
2195.0,4.0,3,127.0,Yelahanka
1614.0,3.0,3,95.0,Yelahanka
628.0,1.0,1,24.0,Yelahanka
654.0,1.0,1,38.4,Yelahanka
1825.0,3.0,3,105.0,Yelahanka
1603.0,3.0,3,96.0,Yelahanka
1304.0,2.0,2,79.0,Yelahanka
1517.0,3.0,3,76.3,Yelahanka
1327.0,2.0,2,85.0,Yelahanka
1566.0,3.0,3,97.0,Yelahanka
1270.0,2.0,2,78.0,Yelahanka
1400.0,2.0,3,80.54,Yelahanka
1322.0,2.0,2,86.0,Yelahanka
1100.0,2.0,2,70.0,Yelahanka
1200.0,2.0,2,70.0,Yelahanka
4000.0,5.0,5,220.0,Yelahanka
2675.0,4.0,4,140.0,Yelahanka
654.0,1.0,1,37.0,Yelahanka
1465.0,3.0,3,80.01,Yelahanka
1692.0,3.0,3,83.0,Yelahanka
2145.0,3.0,3,125.0,Yelahanka
1322.0,2.0,2,75.0,Yelahanka
602.0,1.0,1,26.0,Yelahanka
1100.0,2.0,2,60.0,Yelahanka
1614.0,2.0,3,100.0,Yelahanka
1890.0,3.0,3,108.0,Yelahanka
1556.0,3.0,3,86.0,Yelahanka
1610.0,4.0,3,85.0,Yelahanka
1859.0,3.0,3,108.0,Yelahanka
1322.0,2.0,2,80.0,Yelahanka
2600.0,4.0,4,175.0,Yelahanka
1305.0,2.0,2,78.0,Yelahanka
1711.0,3.0,3,85.61,Yelahanka
1315.0,2.0,2,75.0,Yelahanka
3600.0,6.0,6,200.0,Yelahanka
1614.0,3.0,3,95.0,Yelahanka
1650.0,3.0,3,105.0,Yelahanka
3990.0,4.0,4,260.0,Yelahanka
1620.0,3.0,3,90.0,Yelahanka
654.0,1.0,1,36.25,Yelahanka
1614.0,3.0,3,93.0,Yelahanka
694.0,1.0,1,30.84,Yelahanka
1115.0,2.0,2,60.0,Yelahanka
2317.0,4.0,3,140.0,Yelahanka
1653.0,3.0,3,93.0,Yelahanka
654.0,1.0,1,38.0,Yelahanka
1445.0,2.0,2,82.0,Yelahanka
602.0,1.0,1,38.0,Yelahanka
697.0,1.0,1,35.0,Yelahanka
682.0,1.0,1,36.23,Yelahanka
1560.0,2.0,3,98.0,Yelahanka
1780.0,3.0,3,107.0,Yelahanka
1342.0,2.0,3,75.0,Yelahanka
1823.0,3.0,3,103.0,Yelahanka
1792.0,3.0,3,104.0,Yelahanka
1304.0,2.0,2,69.97,Yelahanka
1300.0,2.0,2,69.23,Yelahanka
1705.0,3.0,3,91.0,Yelahanka
1835.0,3.0,3,108.0,Yelahanka
1847.0,3.0,3,92.0,Yelahanka
1890.0,3.0,3,109.0,Yelahanka
700.0,1.0,1,38.0,Yelahanka
1491.0,3.0,3,85.0,Yelahanka
2088.0,5.0,4,110.0,Yelahanka
1600.0,3.0,3,100.0,Yelahanka
1705.0,3.0,3,85.0,Yelahanka
1350.0,2.0,3,85.0,Yelahanka
1633.0,3.0,3,110.0,Yelahanka
827.5,1.0,1,42.535,Yelahanka
1355.0,2.0,3,75.0,Yelahanka
1104.0,2.0,2,58.0,Yelahanka
1175.0,2.0,2,67.77,Yelahanka
1322.0,2.0,2,77.9,Yelahanka
602.0,1.0,1,33.0,Yelahanka
1315.0,2.0,2,77.0,Yelahanka
567.0,1.0,1,25.0,Yelahanka
602.0,2.0,1,30.0,Yelahanka
1234.0,2.0,2,80.0,Yelahanka
1267.0,3.0,2,78.0,Yelahanka
1360.0,2.0,2,78.19,Yelahanka
650.0,1.0,1,33.0,Yelahanka New Town
500.0,1.0,1,20.0,Yelahanka New Town
440.0,1.0,1,16.5,Yelahanka New Town
1610.0,3.0,3,92.0,Yelahanka New Town
1700.0,3.0,3,90.0,Yelahanka New Town
650.0,1.0,1,20.0,Yelahanka New Town
350.0,1.0,1,13.5,Yelahanka New Town
1385.0,2.0,2,65.0,Yelahanka New Town
500.0,2.0,1,24.0,Yelahanka New Town
650.0,1.0,1,17.0,Yelahanka New Town
450.0,1.0,1,16.0,Yelahanka New Town
960.0,2.0,2,50.0,Yelahanka New Town
1209.0,2.0,3,65.0,Yelahanka New Town
1400.0,2.0,3,80.0,Yelahanka New Town
450.0,1.0,1,15.0,Yelahanka New Town
500.0,1.0,1,18.0,Yelahanka New Town
1420.0,2.0,3,75.0,Yelahanka New Town
2200.0,2.0,2,180.0,Yelahanka New Town
488.0,1.0,1,20.0,Yelahanka New Town
1100.0,2.0,2,58.0,Yelahanka New Town
1000.0,2.0,2,44.0,Yelahanka New Town
650.0,1.0,1,18.0,Yelahanka New Town
1740.0,3.0,3,150.0,Yelahanka New Town
1290.0,2.0,2,70.0,Yelahanka New Town
1240.0,2.0,2,47.12,Yelenahalli
1200.0,2.0,2,46.17,Yelenahalli
1260.0,2.0,2,47.88,Yelenahalli
1175.0,2.0,2,50.0,Yelenahalli
1650.0,3.0,3,68.0,Yelenahalli
1200.0,2.0,2,45.6,Yelenahalli
1200.0,2.0,2,46.17,Yelenahalli
1160.0,2.0,2,44.08,Yelenahalli
1693.0,3.0,3,108.0,Yeshwanthpur
667.0,1.0,1,36.85,Yeshwanthpur
1950.0,4.0,4,130.0,Yeshwanthpur
665.0,1.0,1,36.85,Yeshwanthpur
671.0,1.0,1,36.85,Yeshwanthpur
1277.5,2.0,2,95.815,Yeshwanthpur
668.0,1.0,1,36.85,Yeshwanthpur
1185.0,2.0,2,75.84,Yeshwanthpur
1195.0,2.0,2,100.0,Yeshwanthpur
1313.0,3.0,3,96.0,Yeshwanthpur
1400.0,2.0,2,100.0,Yeshwanthpur
673.0,1.0,1,36.85,Yeshwanthpur
717.0,2.0,2,49.475,Yeshwanthpur
605.0,1.0,1,41.745,Yeshwanthpur
669.0,1.0,1,36.85,Yeshwanthpur
3027.0,4.0,3,260.0,Yeshwanthpur
670.0,1.0,1,36.85,Yeshwanthpur
1240.0,2.0,2,80.0,Yeshwanthpur
1713.0,3.0,3,110.0,Yeshwanthpur
1144.0,2.0,2,67.0,Yeshwanthpur
1541.0,2.0,2,130.0,Yeshwanthpur
1362.0,2.0,2,100.0,Yeshwanthpur
666.0,1.0,1,36.8,Yeshwanthpur
1855.0,3.0,3,140.0,Yeshwanthpur
1165.0,2.0,2,85.0,Yeshwanthpur
1825.0,3.0,3,145.0,Yeshwanthpur
994.0,2.0,1,54.67,Yeshwanthpur
650.0,1.0,1,40.0,Yeshwanthpur
1855.0,3.0,3,140.0,Yeshwanthpur
1500.0,3.0,3,100.0,Yeshwanthpur
674.0,1.0,1,36.85,Yeshwanthpur
672.0,1.0,1,36.85,Yeshwanthpur
1195.0,2.0,2,100.0,Yeshwanthpur
1692.0,3.0,3,108.0,Yeshwanthpur
2500.0,5.0,6,185.0,Yeshwanthpur
1855.0,3.0,3,135.0,Yeshwanthpur
1876.0,3.0,3,160.0,Yeshwanthpur
2770.0,4.0,3,290.0,1st Block Jayanagar
600.0,1.0,1,38.0,1st Block Jayanagar
1500.0,2.0,2,185.0,1st Block Jayanagar
